Year,State,County,fcst
2023,TX,Potter,22
2023,TX,Presidio,3
2023,TX,Randall,3
2023,TX,Real,0
2023,TX,Reeves,15
2023,TX,Rockwall,19.60886023
2023,TX,Runnels,0.652215057
2023,TX,San Patricio,3
2023,TX,Smith,16.26107529
2023,TX,Tarrant,202.5683443
2023,TX,Taylor,6
2023,TX,Titus,4
2023,TX,Tom Green,2
2023,TX,Travis,489.4467967
2023,TX,Uvalde,2
2023,TX,Val Verde,1
2023,TX,Van Zandt,1
2023,TX,Victoria,10
2023,TX,Walker,14.60886023
2023,TX,Waller,3
2023,TX,Washington,8
2023,TX,Webb,12.26107529
2023,TX,Wharton,2
2023,TX,Wheeler,6
2023,TX,Wichita,4.304430114
2023,TX,Williamson,80.43638722
2023,TX,Wilson,3
2023,VA,Accomack,4
2023,VA,Albemarle,42.82607646
2023,VA,Alleghany,2.17630854
2023,VA,Arlington,315.5829126
2023,VA,Augusta,23.05785124
2023,VA,Bath,6.52892562
2023,VA,Bedford,4
2023,VA,Botetourt,14.29989056
2023,VA,Campbell,7.726117967
2023,VA,Caroline,2.17630854
2023,VA,Chesterfield,39.03936752
2023,VA,Clarke,3.242039322
2023,VA,Culpeper,6.17630854
2023,VA,Essex,0
2023,VA,Fairfax,391.5891916
2023,VA,Fauquier,14.62101966
2023,VA,Floyd,2
2023,VA,Fluvanna,0.621019661
2023,VA,Franklin,1
2023,VA,Frederick,18.29989056
2023,VA,Giles,2
2023,VA,Goochland,26.46045511
2023,VA,Halifax,2.621019661
2023,VA,Hanover,11
2023,VA,Henrico,136.8205819
2023,VA,Henry,2
2023,VA,Isle of Wight,4
2023,VA,James City,6
2023,VA,King George,12.70523416
2023,VA,Lancaster,3
2023,VA,Loudoun,187.8824937
2023,VA,Louisa,3.242039322
2023,VA,Madison,5.484078644
2023,VA,Mecklenburg,6
2023,VA,Middlesex,0.621019661
2023,VA,Montgomery,20.17630854
2023,VA,Nelson,1
2023,VA,New Kent,0.310509831
2023,VA,Northumberland,0.931529492
2023,VA,Nottoway,2
2023,VA,Orange,46.01024944
2023,VA,Page,5
2023,VA,Patrick,1
2023,VA,Powhatan,3
2023,VA,Prince Edward,3.726117967
2023,VA,Prince George,4.17630854
2023,VA,Prince William,49.55767387
2023,VA,Rappahannock,11.52892562
2023,VA,Roanoke,9
2023,VA,Rockbridge,39.46831956
2023,VA,Rockingham,6.52892562
2023,VA,Shenandoah,27.56829314
2023,VA,Smyth,1
2023,VA,Spotsylvania,27.82881618
2023,VA,Stafford,7.726117967
2023,VA,Sussex,3
2023,VA,Warren,17.23415978
2023,VA,Washington,14.05785124
2023,VA,Westmoreland,6.52892562
2023,VA,Wythe,9.242039322
2023,VA,York,30.42347258
2023,MT,Beaverhead,12
2023,MT,Carbon,8
2023,MT,Cascade,11.82658068
2023,MT,Custer,5.217720456
2023,MT,Dawson,5.217720456
2023,MT,Flathead,15.30443011
2023,MT,Gallatin,36.82658068
2023,MT,Granite,2
2023,MT,Lake,1
2023,MT,Lewis and Clark,14.21772046
2023,MT,Madison,2
2023,MT,Mineral,6
2023,MT,Missoula,19.65221506
2023,MT,Park,5
2023,MT,Silver Bow,8.608860228
2023,MT,Yellowstone,10.30443011
2023,OR,Baker,12
2023,OR,Benton,28.30443011
2023,OR,Clackamas,148.1310108
2023,OR,Clatsop,49.43544091
2023,OR,Columbia,11.60886023
2023,OR,Coos,25
2023,OR,Crook,8
2023,OR,Curry,6
2023,OR,Deschutes,68.82658068
2023,OR,Douglas,29.91329034
2023,OR,Gilliam,5
2023,OR,Grant,3
2023,OR,Harney,1.652215057
2023,OR,Hood River,21.95664517
2023,OR,Jackson,75.08765597
2023,OR,Jefferson,12
2023,OR,Josephine,18
2023,OR,Klamath,14.95664517
2023,OR,Lake,1
2023,OR,Lane,90.17436563
2023,OR,Lincoln,53.21772046
2023,OR,Linn,18.65221506
2023,OR,Malheur,5.217720456
2023,OR,Marion,94.56645171
2023,OR,Morrow,4
2023,OR,Multnomah,299.1772046
2023,OR,Polk,25.5655054
2023,OR,Tillamook,18.30443011
2023,OR,Umatilla,13.30443011
2023,OR,Union,5
2023,OR,Wallowa,3.304430114
2023,OR,Wasco,12.95664517
2023,OR,Washington,340.3082154
2023,OR,Wheeler,4.304430114
2023,OR,Yamhill,45.21772046
2023,WA,Adams,11.51440329
2023,WA,Asotin,2.878600823
2023,WA,Benton,47.66835454
2023,WA,Chelan,70.69997704
2023,WA,Clallam,49.67440765
2023,WA,Clark,106.1617596
2023,WA,Columbia,4.507058824
2023,WA,Cowlitz,17.6736244
2023,WA,Douglas,5.979100926
2023,WA,Ferry,1.703846154
2023,WA,Franklin,9.401725013
2023,WA,Grant,11.91092425
2023,WA,Grays Harbor,27.80859494
2023,WA,Island,25.02773545
2023,WA,Jefferson,19.46601646
2023,WA,King,1331.601888
2023,WA,Kitsap,127.6015637
2023,WA,Kittitas,37.34062201
2023,WA,Klickitat,0
2023,WA,Lewis,34.76074368
2023,WA,Lincoln,1.502156017
2023,WA,Mason,7.54687303
2023,WA,Okanogan,20.85644621
2023,WA,Pacific,10.07510288
2023,WA,Pend Oreille,0
2023,WA,Pierce,167.5529498
2023,WA,San Juan,20.45722362
2023,WA,Skagit,42.50311841
2023,WA,Skamania,13.90429747
2023,WA,Snohomish,224.6919709
2023,WA,Spokane,180.6033109
2023,WA,Stevens,3.088003366
2023,WA,Thurston,74.05804898
2023,WA,Wahkiakum,1.586270023
2023,WA,Walla Walla,25.22929027
2023,WA,Whatcom,53.07403046
2023,WA,Whitman,23.6373057
2023,WA,Yakima,28.18282524
2023,CA,Alameda,939.4962571
2023,CA,Alpine,15.88045125
2023,CA,Amador,27.67005538
2023,CA,Butte,57.42831496
2023,CA,Calaveras,9.733008229
2023,CA,Colusa,36.05647059
2023,CA,Contra Costa,534.8217337
2023,CA,Del Norte,24.26014431
2023,CA,El Dorado,131.482403
2023,CA,Fresno,415.5099324
2023,CA,Glenn,0.856921837
2023,CA,Humboldt,69.67821294
2023,CA,Imperial,13.50233516
2023,CA,Inyo,22.19695586
2023,CA,Kern,177.5821114
2023,CA,Kings,117.7845662
2023,CA,Lake,11.58138249
2023,CA,Lassen,3.289046733
2023,CA,Los Angeles,5559.505001
2023,CA,Madera,44.07535123
2023,CA,Marin,143.7705656
2023,CA,Mariposa,23.6373057
2023,CA,Mendocino,118.6017444
2023,CA,Merced,67.1437375
2023,CA,Modoc,6.815384615
2023,CA,Mono,48.07529412
2023,CA,Monterey,231.0672097
2023,CA,Napa,310.5835714
2023,CA,Nevada,50.44921403
2023,CA,Orange,1130.105123
2023,CA,Placer,190.6992764
2023,CA,Plumas,7.606947968
2023,CA,Riverside,829.197397
2023,CA,Sacramento,643.1712216
2023,CA,San Benito,5.595293773
2023,CA,San Bernardino,651.6399432
2023,CA,San Diego,1575.21684
2023,CA,San Francisco,555.5002209
2023,CA,San Joaquin,145.7223506
2023,CA,San Luis Obispo,312.3147514
2023,CA,San Mateo,589.1539574
2023,CA,Santa Barbara,187.8214639
2023,CA,Santa Clara,2166.093759
2023,CA,Santa Cruz,80.07899143
2023,CA,Shasta,34.56912903
2023,CA,Sierra,1.586270023
2023,CA,Siskiyou,50.57799763
2023,CA,Solano,185.7454819
2023,CA,Sonoma,357.0798413
2023,CA,Stanislaus,85.1209695
2023,CA,Sutter,17.47408817
2023,CA,Tehama,27.01288949
2023,CA,Trinity,5.75996042
2023,CA,Tulare,41.85878538
2023,CA,Tuolumne,36.1484337
2023,CA,Ventura,424.2644625
2023,CA,Yolo,150.1781363
2023,CA,Yuba,7.943355893
2023,CO,Adams,152.8824375
2023,CO,Alamosa,5.790691244
2023,CO,Arapahoe,76.61389175
2023,CO,Archuleta,0.214230459
2023,CO,Boulder,282.7504452
2023,CO,Broomfield,21.42336582
2023,CO,Chaffee,29.4016771
2023,CO,Clear Creek,1.982414316
2023,CO,Custer,0
2023,CO,Delta,11.196067
2023,CO,Denver,366.1625779
2023,CO,Dolores,6.538674033
2023,CO,Douglas,62.73431496
2023,CO,Eagle,116.5871956
2023,CO,El Paso,108.6800089
2023,CO,Fremont,0
2023,CO,Garfield,58.29496765
2023,CO,Gilpin,20.85644621
2023,CO,Grand,15.05196162
2023,CO,Gunnison,35.71291564
2023,CO,Hinsdale,0.198241432
2023,CO,Huerfano,2.702687877
2023,CO,Jefferson,277.3587681
2023,CO,Kit Carson,2.780859494
2023,CO,Lake,1.390429747
2023,CO,La Plata,19.06405414
2023,CO,Larimer,215.4252211
2023,CO,Las Animas,16.95434327
2023,CO,Lincoln,16.6160221
2023,CO,Mesa,47.2915584
2023,CO,Mineral,0.205222955
2023,CO,Moffat,6.437028724
2023,CO,Montezuma,5.790691244
2023,CO,Montrose,13.89601515
2023,CO,Morgan,10.81075151
2023,CO,Otero,0.82089182
2023,CO,Ouray,5.561718988
2023,CO,Park,4.369530673
2023,CO,Pitkin,66.40577101
2023,CO,Pueblo,32.81483029
2023,CO,Rio Blanco,3.004705882
2023,CO,Rio Grande,3.433166801
2023,CO,Routt,33.39554325
2023,CO,Saguache,1.390429747
2023,CO,San Miguel,27.02687877
2023,CO,Summit,40.33944123
2023,CO,Teller,15.69121008
2023,CO,Washington,0
2023,CO,Weld,56.75096597
2024,NJ,Atlantic,71.28894007
2024,NJ,Bergen,292.1656807
2024,NJ,Burlington,82.98890545
2024,NJ,Camden,54.28347559
2024,NJ,Cape May,64.46666366
2024,NJ,Cumberland,7.023860061
2024,NJ,Essex,115.2877057
2024,NJ,Gloucester,56.46381851
2024,NJ,Hudson,314.2694305
2024,NJ,Hunterdon,37.0396363
2024,NJ,Mercer,145.5991209
2024,NJ,Middlesex,289.7279501
2024,NJ,Monmouth,93.08411989
2024,NJ,Morris,171.4474853
2024,NJ,Ocean,70.71858676
2024,NJ,Passaic,37.77962938
2024,NJ,Salem,6.098059582
2024,NJ,Somerset,197.5293772
2024,NJ,Sussex,33.83543332
2024,NJ,Union,83.97513134
2024,NJ,Warren,2
2024,NY,Albany,319.8271689
2024,NY,Allegany,3.729533676
2024,NY,Bronx,67.57757135
2024,NY,Broome,42.71037052
2024,NY,Cattaraugus,27.45493927
2024,NY,Cayuga,10.57429806
2024,NY,Chautauqua,17.61472262
2024,NY,Chemung,21.14859611
2024,NY,Chenango,0
2024,NY,Clinton,33.79425016
2024,NY,Columbia,37.93149765
2024,NY,Cortland,10.16111975
2024,NY,Delaware,3.930658346
2024,NY,Dutchess,97.83794802
2024,NY,Erie,192.7180742
2024,NY,Essex,46.02126142
2024,NY,Franklin,30.4724303
2024,NY,Fulton,4.142711977
2024,NY,Genesee,11.18860103
2024,NY,Greene,22.80130932
2024,NY,Hamilton,9.833322089
2024,NY,Herkimer,8.263217073
2024,NY,Jefferson,25.08471894
2024,NY,Kings,387.5304233
2024,NY,Lewis,2.010119409
2024,NY,Livingston,18.23449008
2024,NY,Madison,13.05336786
2024,NY,Monroe,245.7410322
2024,NY,Montgomery,5.141312042
2024,NY,Nassau,159.0057912
2024,NY,New York,1156.801309
2024,NY,Niagara,43.53672713
2024,NY,Oneida,88.7425609
2024,NY,Onondaga,140.1296758
2024,NY,Ontario,37.10514105
2024,NY,Orange,62.60850277
2024,NY,Orleans,0.413178302
2024,NY,Oswego,5.181122212
2024,NY,Otsego,22.59472017
2024,NY,Putnam,12.02588659
2024,NY,Queens,409.3261093
2024,NY,Rensselaer,37.92603317
2024,NY,Richmond,31.69557176
2024,NY,Rockland,71.52462314
2024,NY,St. Lawrence,16.98949069
2024,NY,Saratoga,88.29113123
2024,NY,Schenectady,74.59613799
2024,NY,Schoharie,3.431184348
2024,NY,Schuyler,6.627246267
2024,NY,Seneca,13.72473739
2024,NY,Steuben,55.78133582
2024,NY,Suffolk,312.3353147
2024,NY,Sullivan,21.34972078
2024,NY,Tioga,1.28259577
2024,NY,Tompkins,48.48940226
2024,NY,Ulster,165.8286977
2024,NY,Warren,100.7192672
2024,NY,Washington,2.903177073
2024,NY,Wayne,11.61270829
2024,NY,Westchester,342.5147853
2024,NY,Wyoming,5.594300513
2024,NY,Yates,16.52008834
2024,VT,Addison,42.19327959
2024,VT,Bennington,30.43142227
2024,VT,Caledonia,5.933912991
2024,VT,Chittenden,163.5180992
2024,VT,Franklin,24.89837877
2024,VT,Lamoille,32.47676841
2024,VT,Orange,3.274159949
2024,VT,Orleans,31.41614588
2024,VT,Rutland,139.7059143
2024,VT,Washington,139.9392265
2024,VT,Windham,81.44669867
2024,VT,Windsor,97.59849651
2024,MI,Allegan,12.79084235
2024,MI,Antrim,1.07853629
2024,MI,Baraga,1.07853629
2024,MI,Barry,1.07853629
2024,MI,Bay,9
2024,MI,Benzie,12.63376977
2024,MI,Berrien,20.07853629
2024,MI,Branch,12.33285022
2024,MI,Calhoun,20.42461212
2024,MI,Cass,7.555233482
2024,MI,Charlevoix,2
2024,MI,Cheboygan,15.11046696
2024,MI,Chippewa,15.11046696
2024,MI,Clare,4.31414516
2024,MI,Clinton,2
2024,MI,Delta,1.617804435
2024,MI,Dickinson,0
2024,MI,Eaton,21.71230606
2024,MI,Emmet,7.07853629
2024,MI,Genesee,17.18900325
2024,MI,Gogebic,0
2024,MI,Grand Traverse,58.69215167
2024,MI,Gratiot,0
2024,MI,Hillsdale,0
2024,MI,Houghton,1
2024,MI,Huron,7.555233482
2024,MI,Ingham,70.66151139
2024,MI,Ionia,0
2024,MI,Iosco,0
2024,MI,Iron,0
2024,MI,Isabella,5
2024,MI,Jackson,15.86937864
2024,MI,Kalamazoo,21.56845909
2024,MI,Kalkaska,0
2024,MI,Kent,102.4363884
2024,MI,Lake,0
2024,MI,Lapeer,1
2024,MI,Leelanau,12.77761674
2024,MI,Lenawee,0
2024,MI,Livingston,2
2024,MI,Mackinac,1
2024,MI,Macomb,80.96517067
2024,MI,Manistee,0
2024,MI,Marquette,0
2024,MI,Mason,4.31414516
2024,MI,Mecosta,39.77616741
2024,MI,Midland,0
2024,MI,Monroe,6
2024,MI,Montcalm,0
2024,MI,Montmorency,4
2024,MI,Muskegon,42.8547037
2024,MI,Newaygo,22.66570045
2024,MI,Oakland,191.2786839
2024,MI,Oceana,2
2024,MI,Ogemaw,1.07853629
2024,MI,Osceola,0
2024,MI,Otsego,37.77616741
2024,MI,Ottawa,39.35656172
2024,MI,Presque Isle,8
2024,MI,Roscommon,0.539268145
2024,MI,Saginaw,11.55523348
2024,MI,St. Clair,15
2024,MI,Sanilac,0
2024,MI,Shiawassee,0
2024,MI,Van Buren,10.55523348
2024,MI,Washtenaw,77.96388027
2024,MI,Wayne,263.0750057
2024,MI,Wexford,8
2024,MN,Anoka,29.60737028
2024,MN,Becker,1.432266028
2024,MN,Beltrami,12.86453206
2024,MN,Blue Earth,23.01577624
2024,MN,Brown,4.864532057
2024,MN,Carlton,2.511930031
2024,MN,Carver,0
2024,MN,Cass,30.14316037
2024,MN,Chippewa,8.251923106
2024,MN,Chisago,2
2024,MN,Clay,7.535790092
2024,MN,Cook,9.586129552
2024,MN,Crow Wing,15.1722591
2024,MN,Dakota,106.7820831
2024,MN,Douglas,4.654864592
2024,MN,Fillmore,5.023860061
2024,MN,Freeborn,26.09544024
2024,MN,Goodhue,15.07158018
2024,MN,Hennepin,465.0239654
2024,MN,Hubbard,0
2024,MN,Isanti,5
2024,MN,Itasca,7.172259104
2024,MN,Kanabec,0.716133014
2024,MN,Kandiyohi,11.04772012
2024,MN,Lake,5
2024,MN,Lyon,7.535790092
2024,MN,McLeod,15.42964669
2024,MN,Martin,20.09544024
2024,MN,Morrison,3.944196059
2024,MN,Mower,21.07158018
2024,MN,Nicollet,0.716133014
2024,MN,Nobles,6
2024,MN,Olmsted,47.46381851
2024,MN,Otter Tail,1.432266028
2024,MN,Pine,11.86999654
2024,MN,Pipestone,5.023860061
2024,MN,Ramsey,261.715576
2024,MN,Redwood,20.09544024
2024,MN,Renville,5.023860061
2024,MN,Rice,7.739993075
2024,MN,Rock,0
2024,MN,St. Louis,42.28609493
2024,MN,Scott,24.16963977
2024,MN,Sherburne,8.023860061
2024,MN,Stearns,3.074199521
2024,MN,Steele,9.023860061
2024,MN,Stevens,9.535790092
2024,MN,Todd,2
2024,MN,Wadena,1.432266028
2024,MN,Washington,64.23860061
2024,MN,Winona,1.790332535
2024,MN,Wright,24.09544024
2024,WI,Barron,0
2024,WI,Bayfield,0
2024,WI,Brown,25.86782598
2024,WI,Calumet,2
2024,WI,Chippewa,0
2024,WI,Dane,212.4415663
2024,WI,Dodge,4
2024,WI,Door,42.85303264
2024,WI,Dunn,2.466956495
2024,WI,Eau Claire,23.0966398
2024,WI,Florence,0
2024,WI,Fond du Lac,4.933912991
2024,WI,Grant,0.933912991
2024,WI,Green,2
2024,WI,Green Lake,2
2024,WI,Jefferson,5
2024,WI,Juneau,6
2024,WI,Kenosha,22.82247985
2024,WI,La Crosse,25.49750928
2024,WI,Manitowoc,1.466956495
2024,WI,Marathon,14
2024,WI,Marinette,0
2024,WI,Milwaukee,146.1019533
2024,WI,Monroe,20.0966398
2024,WI,Oneida,4
2024,WI,Outagamie,27.27415995
2024,WI,Ozaukee,7.20807294
2024,WI,Pierce,0
2024,WI,Polk,0.466956495
2024,WI,Portage,9.867825982
2024,WI,Price,3.274159949
2024,WI,Racine,9.735651964
2024,WI,Richland,1
2024,WI,Rock,11.48223289
2024,WI,Rusk,6.548319898
2024,WI,St. Croix,5.735651964
2024,WI,Sauk,15.81701537
2024,WI,Sawyer,1
2024,WI,Sheboygan,14.86782598
2024,WI,Vernon,9.482232889
2024,WI,Walworth,29.6449597
2024,WI,Washington,5
2024,WI,Waukesha,41.54285542
2024,WI,Winnebago,27.57887269
2024,WI,Wood,5
2024,FL,Alachua,99.16257585
2024,FL,Bay,23.9437249
2024,FL,Brevard,126.4340187
2024,FL,Broward,546.2821
2024,FL,Charlotte,6.801738973
2024,FL,Citrus,19.82247985
2024,FL,Clay,13.22334933
2024,FL,Collier,114.4307883
2024,FL,Columbia,30.06110558
2024,FL,Duval,276.4140929
2024,FL,Escambia,36.06110558
2024,FL,Flagler,17.21788485
2024,FL,Franklin,12.75639284
2024,FL,Hamilton,6.548319898
2024,FL,Hendry,0
2024,FL,Hernando,7.015276394
2024,FL,Highlands,10.4669565
2024,FL,Hillsborough,384.6449899
2024,FL,Indian River,19.15179784
2024,FL,Jackson,1
2024,FL,Jefferson,0.466956495
2024,FL,Lake,60.37563023
2024,FL,Lee,93.95948435
2024,FL,Leon,55.78148115
2024,FL,Manatee,76.44171724
2024,FL,Marion,24.86782598
2024,FL,Martin,42.32980104
2024,FL,Miami-Dade,1223.986626
2024,FL,Monroe,75.08571084
2024,FL,Nassau,31.48223289
2024,FL,Okaloosa,38.35005887
2024,FL,Okeechobee,35.40135253
2024,FL,Orange,525.5908281
2024,FL,Osceola,96.20792199
2024,FL,Palm Beach,550.9376566
2024,FL,Pasco,41.92893156
2024,FL,Pinellas,266.3283821
2024,FL,Polk,48.25278507
2024,FL,Putnam,3.466956495
2024,FL,St. Johns,76.97427769
2024,FL,St. Lucie,49.82571023
2024,FL,Santa Rosa,16.03055279
2024,FL,Sarasota,135.0698004
2024,FL,Seminole,124.5180992
2024,FL,Sumter,18.41614588
2024,FL,Suwannee,39.28991939
2024,FL,Taylor,2.797266237
2024,FL,Volusia,132.3034447
2024,FL,Wakulla,0
2024,FL,Walton,38.37514718
2024,FL,Washington,1.867825982
2024,TN,Anderson,2
2024,TN,Bedford,2
2024,TN,Blount,15.59453247
2024,TN,Bradley,1.594532475
2024,TN,Carter,0
2024,TN,Cheatham,1
2024,TN,Cocke,2
2024,TN,Coffee,18.18906495
2024,TN,Cumberland,2
2024,TN,Davidson,217.2687794
2024,TN,DeKalb,1.594532475
2024,TN,Dickson,22.59453247
2024,TN,Dyer,1
2024,TN,Fentress,0
2024,TN,Franklin,6
2024,TN,Greene,4.594532475
2024,TN,Hamblen,2
2024,TN,Hamilton,100.1753961
2024,TN,Hardin,1.797266237
2024,TN,Hawkins,2
2024,TN,Henry,5
2024,TN,Jackson,2
2024,TN,Jefferson,0
2024,TN,Knox,107.9316559
2024,TN,Lawrence,0
2024,TN,Loudon,8
2024,TN,McMinn,1
2024,TN,Macon,1.594532475
2024,TN,Madison,17
2024,TN,Marshall,1
2024,TN,Maury,5.797266237
2024,TN,Montgomery,28.59453247
2024,TN,Overton,1.594532475
2024,TN,Perry,2
2024,TN,Polk,1.594532475
2024,TN,Putnam,30.39179871
2024,TN,Rhea,0
2024,TN,Roane,0
2024,TN,Rutherford,68.55352604
2024,TN,Scott,1
2024,TN,Sevier,45.53985722
2024,TN,Shelby,118.3781299
2024,TN,Smith,1.594532475
2024,TN,Stewart,0
2024,TN,Sullivan,28.59453247
2024,TN,Sumner,6
2024,TN,Unicoi,1.594532475
2024,TN,Van Buren,1.594532475
2024,TN,Warren,3
2024,TN,Washington,9.594532475
2024,TN,Weakley,1
2024,TN,White,1.594532475
2024,TN,Williamson,59.78359742
2024,TN,Wilson,11.98633119
2024,TX,Anderson,1
2024,TX,Angelina,1
2024,TX,Aransas,8.391798712
2024,TX,Austin,2
2024,TX,Bandera,0
2024,TX,Bastrop,24.78359742
2024,TX,Bell,17.18906495
2024,TX,Bexar,189.9566951
2024,TX,Blanco,7
2024,TX,Bowie,8
2024,TX,Brazoria,38.36446109
2024,TX,Brazos,26.56719485
2024,TX,Burnet,2
2024,TX,Calhoun,1.594532475
2024,TX,Cameron,20.79726624
2024,TX,Collin,173.4441755
2024,TX,Colorado,10
2024,TX,Comal,13.78359742
2024,TX,Coryell,1
2024,TX,Crockett,9.18906495
2024,TX,Culberson,12
2024,TX,Dallas,476.7903709
2024,TX,Denton,79.91798712
2024,TX,DeWitt,2.391798712
2024,TX,Dickens,0
2024,TX,Eastland,12
2024,TX,Ellis,17
2024,TX,El Paso,46.56719485
2024,TX,Fayette,9
2024,TX,Fort Bend,60.68791573
2024,TX,Galveston,48.97266237
2024,TX,Gillespie,12.59453247
2024,TX,Gonzales,0.797266237
2024,TX,Grayson,11.78359742
2024,TX,Gregg,9.18906495
2024,TX,Grimes,2.797266237
2024,TX,Guadalupe,14.3781299
2024,TX,Hamilton,4
2024,TX,Hardin,2
2024,TX,Harris,630.1297928
2024,TX,Harrison,4
2024,TX,Hays,40.16172732
2024,TX,Henderson,3
2024,TX,Hidalgo,23.59453247
2024,TX,Hill,2
2024,TX,Hood,4
2024,TX,Hopkins,8
2024,TX,Hunt,1
2024,TX,Jackson,3
2024,TX,Jasper,2
2024,TX,Jefferson,9
2024,TX,Johnson,10.97266237
2024,TX,Kaufman,0
2024,TX,Kendall,8
2024,TX,Kerr,11.17539614
2024,TX,Kleberg,9
2024,TX,Lampasas,5
2024,TX,Lee,8
2024,TX,Leon,0
2024,TX,Llano,5
2024,TX,Lubbock,8.594532475
2024,TX,McLennan,29.78359742
2024,TX,Matagorda,5
2024,TX,Maverick,2
2024,TX,Midland,13.79726624
2024,TX,Montgomery,53.35079227
2024,TX,Moore,16
2024,TX,Nacogdoches,8
2024,TX,Navarro,10
2024,TX,Nolan,12
2024,TX,Nueces,37
2024,TX,Ochiltree,1
2024,TX,Orange,4
2024,TX,Parker,5
2024,TX,Pecos,12
2024,TX,Polk,0
2024,TX,Potter,22
2024,TX,Presidio,3
2024,TX,Randall,3
2024,TX,Real,0
2024,TX,Reeves,15
2024,TX,Rockwall,20.18906495
2024,TX,Runnels,0.797266237
2024,TX,San Patricio,3
2024,TX,Smith,16.98633119
2024,TX,Tarrant,213.592234
2024,TX,Taylor,6
2024,TX,Titus,4
2024,TX,Tom Green,2
2024,TX,Travis,531.8017413
2024,TX,Uvalde,2
2024,TX,Val Verde,1
2024,TX,Van Zandt,1
2024,TX,Victoria,10
2024,TX,Walker,15.18906495
2024,TX,Waller,3
2024,TX,Washington,8
2024,TX,Webb,12.98633119
2024,TX,Wharton,2
2024,TX,Wheeler,6
2024,TX,Wichita,4.594532475
2024,TX,Williamson,86.09338326
2024,TX,Wilson,3
2024,VA,Accomack,4
2024,VA,Albemarle,46.03417182
2024,VA,Alleghany,2.511930031
2024,VA,Arlington,352.0569179
2024,VA,Augusta,25.07158018
2024,VA,Bath,7.535790092
2024,VA,Bedford,4
2024,VA,Botetourt,16.50384621
2024,VA,Campbell,8.296798085
2024,VA,Caroline,2.511930031
2024,VA,Chesterfield,39.66032907
2024,VA,Clarke,3.432266028
2024,VA,Culpeper,6.511930031
2024,VA,Essex,0
2024,VA,Fairfax,420.2170912
2024,VA,Fauquier,14.71613301
2024,VA,Floyd,2
2024,VA,Fluvanna,0.716133014
2024,VA,Franklin,1
2024,VA,Frederick,20.50384621
2024,VA,Giles,2
2024,VA,Goochland,27.60998961
2024,VA,Halifax,2.716133014
2024,VA,Hanover,11
2024,VA,Henrico,145.7315179
2024,VA,Henry,2
2024,VA,Isle of Wight,4
2024,VA,James City,6
2024,VA,King George,14.04772012
2024,VA,Lancaster,3
2024,VA,Loudoun,212.9765765
2024,VA,Louisa,3.432266028
2024,VA,Madison,5.864532057
2024,VA,Mecklenburg,6
2024,VA,Middlesex,0.716133014
2024,VA,Montgomery,20.51193003
2024,VA,Nelson,1
2024,VA,New Kent,0.358066507
2024,VA,Northumberland,1.074199521
2024,VA,Nottoway,2
2024,VA,Orange,53.10313267
2024,VA,Page,5
2024,VA,Patrick,1
2024,VA,Powhatan,3
2024,VA,Prince Edward,4.296798085
2024,VA,Prince George,4.511930031
2024,VA,Prince William,53.34189887
2024,VA,Rappahannock,12.53579009
2024,VA,Roanoke,9
2024,VA,Rockbridge,44.16702043
2024,VA,Rockingham,7.535790092
2024,VA,Shenandoah,29.19611916
2024,VA,Smyth,1
2024,VA,Spotsylvania,31.0396363
2024,VA,Stafford,8.296798085
2024,VA,Sussex,3
2024,VA,Warren,19.58351021
2024,VA,Washington,16.07158018
2024,VA,Westmoreland,7.535790092
2024,VA,Wythe,9.432266028
2024,VA,York,34.49576239
2024,MT,Beaverhead,12
2024,MT,Carbon,8
2024,MT,Cascade,13.56719485
2024,MT,Custer,6.378129899
2024,MT,Dawson,6.378129899
2024,MT,Flathead,15.59453247
2024,MT,Gallatin,38.56719485
2024,MT,Granite,2
2024,MT,Lake,1
2024,MT,Lewis and Clark,15.3781299
2024,MT,Madison,2
2024,MT,Mineral,6
2024,MT,Missoula,19.79726624
2024,MT,Park,5
2024,MT,Silver Bow,9.18906495
2024,MT,Yellowstone,10.59453247
2024,OR,Baker,12
2024,OR,Benton,28.59453247
2024,OR,Clackamas,150.1617273
2024,OR,Clatsop,51.7562598
2024,OR,Columbia,12.18906495
2024,OR,Coos,25
2024,OR,Crook,8
2024,OR,Curry,6
2024,OR,Deschutes,70.56719485
2024,OR,Douglas,30.78359742
2024,OR,Gilliam,5
2024,OR,Grant,3
2024,OR,Harney,1.797266237
2024,OR,Hood River,22.39179871
2024,OR,Jackson,77.55352604
2024,OR,Jefferson,12
2024,OR,Josephine,18
2024,OR,Klamath,15.39179871
2024,OR,Lake,1
2024,OR,Lane,91.76992861
2024,OR,Lincoln,54.3781299
2024,OR,Linn,18.79726624
2024,OR,Malheur,6.378129899
2024,OR,Marion,98.91798712
2024,OR,Morrow,4
2024,OR,Multnomah,310.781299
2024,OR,Polk,26.58086366
2024,OR,Tillamook,18.59453247
2024,OR,Umatilla,13.59453247
2024,OR,Union,5
2024,OR,Wallowa,3.594532475
2024,OR,Wasco,13.39179871
2024,OR,Washington,353.9430263
2024,OR,Wheeler,4.594532475
2024,OR,Yamhill,46.3781299
2024,WA,Adams,12.51712429
2024,WA,Asotin,3.129281072
2024,WA,Benton,51.48415867
2024,WA,Chelan,76.35204847
2024,WA,Clallam,53.40986438
2024,WA,Clark,114.02294
2024,WA,Columbia,4.93704918
2024,WA,Cowlitz,19.08527988
